date,nav
2022-06-08,20.939
2022-06-15,19.67
2022-06-22,19.397
2022-06-30,19.622
2022-07-06,19.692
2022-07-13,19.731
2022-07-20,20.156
2022-07-29,20.662
2022-08-03,20.578
2022-08-10,20.665
2022-08-17,21.185
2022-08-24,20.648
2022-08-31,20.183
2022-09-07,19.882
2022-09-14,20.063
2022-09-21,19.665
2022-09-30,18.972
2022-10-05,19.378
2022-10-12,18.84
2022-10-19,19.344
2022-10-26,19.52
2022-10-31,19.773
2022-11-09,19.674
2022-11-16,20.149
2022-11-23,20.235
2022-11-30,20.134
2022-12-07,20.04
2022-12-14,20.276
2022-12-21,19.683
2022-12-31,19.617
2023-01-04,19.639
2023-01-11,19.966
2023-01-18,20.228
2023-01-25,20.242
2023-01-31,20.319
2023-02-08,20.761
2023-02-15,20.709
2023-02-22,20.34
2023-02-28,20.332
2023-03-08,20.357
2023-03-15,20.002
2023-03-22,20.261
2023-03-31,20.462
2023-04-05,20.577
2023-04-12,20.651
2023-04-19,20.79
2023-04-28,20.656
2023-05-03,20.657
2023-05-10,20.64
2023-05-17,20.667
2023-05-24,20.777
2023-05-31,20.924
2023-06-07,21.19
2023-06-14,21.496
2023-06-21,21.471
2023-06-30,21.488
2023-07-05,21.643
2023-07-12,21.504
2023-07-19,21.926
2023-07-26,21.912
2023-07-31,22.014
2023-08-09,21.72
2023-08-16,21.49
2023-08-23,21.407
2023-08-31,21.738
2023-09-06,21.694
2023-09-13,21.592
2023-09-20,21.602
2023-09-29,21.294
2023-10-04,20.894
2023-10-11,21.366
2023-10-18,21.363
2023-10-25,20.93
2023-10-31,20.674
2023-11-08,21.32
2023-11-15,21.784
2023-11-22,21.868
2023-11-30,21.916
2023-12-06,22.021
2023-12-13,22.258
2023-12-20,22.572
2023-12-31,22.609
2024-01-03,22.48
2024-01-10,22.617
2024-01-17,22.7
2024-01-24,23.014
2024-01-31,23.2
2024-02-07,23.346
2024-02-14,23.402
2024-02-21,23.503
2024-02-29,23.834
2024-03-06,23.936
2024-03-13,24.2
2024-03-20,24.305
2024-03-28,24.612
2024-04-03,24.454
2024-04-10,24.477
2024-04-17,23.982
2024-04-24,24.189
2024-04-30,24.273
2024-05-08,24.536
2024-05-15,24.758
2024-05-22,24.97
2024-05-31,24.758
2024-06-05,24.839
2024-06-12,25.054
2024-06-19,25.275
2024-06-28,25.331
2024-07-03,25.418
2024-07-10,25.551
2024-07-17,25.758
2024-07-24,25.418
2024-07-31,25.398
2024-08-07,24.465
2024-08-14,24.986
2024-08-21,25.484
2024-08-30,25.614
2024-09-04,25.324
2024-09-11,25.057
2024-09-18,25.522
2024-09-25,25.836
2024-09-30,25.826
2024-10-09,25.878
2024-10-16,26.095
2024-10-23,26.108
2024-10-31,25.924
2024-11-06,26.266
2024-11-13,26.556
2024-11-20,26.412
2024-11-29,26.648
2024-12-04,26.856
2024-12-11,26.791
2024-12-18,26.791
2024-12-27,26.773
2024-12-31,26.605
2025-01-08,26.573
2025-01-15,26.376
2025-01-22,27.002
2025-01-31,27.128
2025-02-05,27.024
2025-02-12,27.159
2025-02-19,27.296
2025-02-28,26.51
2025-03-05,26.489
2025-03-12,25.748
2025-03-19,25.935
2025-03-26,26.418
2025-03-31,25.665
2025-04-09,23.866
2025-04-16,25.14
2025-04-23,25.148
2025-04-30,25.778
2025-05-07,26.017
2025-05-14,26.786
2025-05-21,27.053
2025-05-30,26.987
2025-06-04,27.145
2025-06-11,27.289
2025-06-18,27.105
2025-06-25,27.372
2025-06-30,27.583
2025-07-09,27.687
2025-07-16,27.683
2025-07-23,28.025
2025-07-31,28.1
2025-08-06,27.995
2025-08-13,28.581
